input,target
action: stop landmark: Lululemon,Stop. You have reached Lululemon.
action: board direction: up landmark: escalator,Step onto the escalator going up.
action: exit direction: straight distance: 4 steps landmark: escalator,Exit the escalator and walk 4 steps straight.
action: turn direction: right distance: 18 steps,"In 18 steps, turn right."
action: stop landmark: Foot Locker,Stop. You are at Foot Locker.
action: board direction: up landmark: escalator,Take the escalator up to the next floor.
action: exit direction: straight distance: 5 steps landmark: escalator,Exit the escalator and walk straight for 5 steps.
action: turn direction: left distance: 15 steps,"In 15 steps, turn left."
action: stop landmark: Decathlon,Stop. You have reached Decathlon.
action: board direction: up landmark: escalator,Board the escalator to go up.
action: exit direction: straight distance: 2 steps landmark: escalator,Step off the escalator and take 2 steps forward.
action: turn direction: right distance: 22 steps,"In 22 steps, turn right."
action: stop landmark: JD Sports,Stop. You have reached JD Sports.
action: board direction: up landmark: escalator,Step onto the escalator to go up.
action: exit direction: straight distance: 4 steps landmark: escalator,Exit the escalator and walk straight 4 steps.
action: turn direction: left distance: 28 steps,"In 28 steps, turn left."
action: stop landmark: Columbia,Stop here. You have reached the Columbia store.
action: board direction: up landmark: escalator,Step on the up-escalator.
action: exit direction: straight distance: 3 steps landmark: escalator,Step off the escalator and walk 3 steps forward.
action: turn direction: right distance: 35 steps,"In 35 steps, turn right."
action: stop landmark: New Balance,Stop. You have reached the New Balance store.
action: continue distance: 20 steps landmark: sports store,Walk straight for 20 steps to reach the sports store.
action: stop landmark: sports store,Stop. You have arrived at the entrance of the sports store.
action: board direction: down landmark: elevator,Step into the elevator to go down to the basement.
action: board direction: down landmark: elevator,Enter the elevator and descend to the basement level.
action: board direction: down landmark: elevator,Board the elevator to reach the basement.
action: board direction: down landmark: elevator,Step forward into the elevator going down to the basement.
action: board direction: down landmark: elevator,Enter the elevator for the basement level.
action: stop landmark: elevator,Stop here and wait for the elevator going down to the basement.
action: stop landmark: elevator,Stop. The elevator to the basement is directly in front of you.
action: continue distance: 5 steps landmark: elevator,Walk 5 steps straight into the elevator.
action: continue distance: 3 steps landmark: elevator,Walk 3 steps forward into the elevator.
action: continue distance: 8 steps landmark: elevator,Walk 8 steps straight into the elevator.
action: board direction: down landmark: elevator,Step onto the descending elevator for the basement level.
action: board direction: down landmark: elevator,Step inside the elevator to go down to the basement.
action: board direction: down landmark: elevator,Board the downward elevator to reach the basement.
action: board direction: down landmark: elevator,Enter the elevator and head down to the basement.
action: board direction: down landmark: elevator,Step into the elevator descending to the basement floor.
action: turn direction: left distance: 4 steps landmark: elevator,"In 4 steps, turn left towards the elevator."
action: turn direction: right distance: 4 steps landmark: elevator,"In 4 steps, turn right towards the elevator."
action: continue distance: 10 steps landmark: elevator,Continue 10 steps straight to the elevator.
action: continue distance: 6 steps landmark: elevator,Walk 6 steps straight ahead to the elevator door.
action: stop landmark: elevator,Stop. You have reached the elevator for the basement.
action: board direction: down landmark: elevator,Enter the elevator now to go down to the basement.
action: board direction: down landmark: elevator,Step forward into the descending elevator for the basement.
action: board direction: down landmark: elevator,Board the elevator for the lower basement level.
action: board direction: down landmark: elevator,Go inside the elevator to reach the basement.
action: board direction: down landmark: elevator,Step inside and wait to go down to the basement.
action: continue distance: 12 steps landmark: elevator,Walk 12 steps straight to reach the elevator.
action: turn direction: right distance: 2 steps landmark: elevator,"In 2 steps, turn right towards the elevator."
action: turn direction: left distance: 2 steps landmark: elevator,"In 2 steps, turn left towards the elevator."
action: continue distance: 7 steps landmark: elevator,Walk straight for 7 steps to the elevator.
action: continue distance: 4 steps landmark: elevator,Continue 4 steps forward into the elevator.
action: board direction: down landmark: elevator,Step inside the elevator to descend to the basement.
action: board direction: down landmark: elevator,Board the elevator to travel down to the basement.
action: board direction: down landmark: elevator,Enter the elevator and select the basement floor.
action: board direction: down landmark: elevator,Step forward into the elevator cab going down to the basement.
action: board direction: down landmark: elevator,Step onto the elevator to go down one level to the basement.
action: stop landmark: elevator,Stop at the elevator door going to the basement.
action: stop landmark: elevator,Wait here. This elevator will take you down to the basement.
action: board direction: down landmark: elevator,Enter the downward-moving elevator to the basement.
action: board direction: down landmark: elevator,Step inside and prepare to go down to the basement.
action: board direction: down landmark: elevator,Go into the elevator and head to the basement level.
action: continue distance: 9 steps landmark: elevator,Walk 9 steps straight into the elevator.
action: continue distance: 15 steps landmark: elevator,Walk 15 steps straight to the elevator entrance.
action: turn direction: left distance: 6 steps landmark: elevator,"In 6 steps, turn left towards the elevator."
action: turn direction: right distance: 6 steps landmark: elevator,"In 6 steps, turn right towards the elevator."
action: board direction: down landmark: elevator,Step forward into the elevator going to the basement.
action: board direction: down landmark: elevator,Enter the elevator heading down to the basement.
action: board direction: down landmark: elevator,Board the elevator descending to the basement level.
action: stop landmark: elevator,Stop and enter the elevator in front of you for the basement.
action: continue distance: 2 steps landmark: elevator,Walk 2 steps forward into the elevator.
action: board direction: down landmark: elevator,Step inside the elevator to go to the basement level.
action: board direction: down landmark: escalator,Step onto the escalator going down.
action: continue distance: 5 steps landmark: escalator,Walk forward 5 steps to reach the escalator.
action: turn direction: right distance: 10 steps landmark: escalator,"In 10 steps, turn right towards the escalator."
action: turn direction: left distance: 8 steps landmark: escalator,"In 8 steps, turn left towards the escalator."
action: stop landmark: escalator,Stop at the escalator entrance.
action: board direction: down landmark: escalator,Board the downward escalator.
action: continue distance: 12 steps landmark: escalator,Walk straight for 12 steps to the escalator.
action: turn direction: right distance: 4 steps landmark: escalator,"In 4 steps, turn right towards the escalator."
action: turn direction: left distance: 15 steps landmark: escalator,"In 15 steps, turn left towards the escalator."
action: board direction: down landmark: escalator,Step onto the escalator to go down to the first floor.
action: board direction: down landmark: escalator,Enter the downward escalator now.
action: continue distance: 20 steps landmark: escalator,Continue for 20 steps until you reach the escalator.
action: turn direction: right distance: 6 steps landmark: escalator,"In 6 steps, turn right towards the escalator."
action: turn direction: left distance: 2 steps landmark: escalator,"In 2 steps, turn left towards the escalator."
action: continue distance: 7 steps landmark: escalator,Walk straight 7 steps to the escalator.
